Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
FSI,Flexible Solutions International Inc. Common Stock (CDA),$3.80,-0.09,-2.314%,46799835.00,Canada,,27923,Capital Goods,Recreational Products/Toys
FSP,Franklin Street Properties Corp. Common Stock,$5.35,-0.04,-0.742%,574205865.00,United States,,216185,Consumer Services,Real Estate Investment Trusts
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,$9.19,0.01,0.109%,276975894.00,United States,2003,169496,Finance,Finance/Investors Services
FTSI,FTS International Inc. Class A Common Stock,$26.61,-1.38,-4.93%,372273102.00,United States,2020,52481,Energy,Oilfield Services/Equipment
FURY,Fury Gold Mines Limited Common Shares,$1.19,-0.03,-2.459%,140337572.00,,2020,381345,Basic Industries,Precious Metals
GAU,Galiano Gold Inc.,$1.07,0.00,0.00%,240400239.00,Canada,,578222,Basic Industries,Precious Metals
GBR,New Concept Energy Inc Common Stock,$5.59,-0.86,-13.333%,28687511.00,United States,,2469712,Consumer Services,Real Estate
GDP,Goodrich Petroleum Corporation Common Stock,$15.06,-0.07,-0.463%,201838502.00,United States,2017,37049,Energy,Oil & Gas Production
GGN,GAMCO Global Gold Natural Resources & Income Trust,$4.03,0.05,1.256%,620539944.00,United States,2005,424116,Finance,Finance/Investors Services
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,$25.54,0.1299,0.511%,,United States,,1325,,
GGO,The Gabelli Go Anywhere Trust Common Shares of Beneficial Interest,$16.26,-0.0001,-0.001%,25153440.00,,2016,360,Finance,Trusts Except Educational Religious and Charitable
GLDG,GoldMining Inc. Common Shares,$1.49,0.07,4.93%,222771956.00,,,216224,Basic Industries,Precious Metals
GLO,Clough Global Opportunities Fund Common Stock,$12.33,0.04,0.325%,400831420.00,United States,2006,222408,Finance,Finance/Investors Services
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,$14.68,0.07,0.479%,199004649.00,United States,2005,140080,Finance,Finance/Investors Services
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,$21.0001,-0.0199,-0.095%,112845675.00,United States,2004,6282,Finance,Finance/Investors Services
GLU^A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares,$46.1901,0.00,0.00%,,United States,,25,,
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,$10.93,0.11,1.017%,94421068.00,United States,2004,97495,Finance,Finance/Investors Services
GOED,1847 Goedeker Inc. Commom Stock,$3.88,-0.01,-0.257%,400098942.00,United States,2020,3969443,Capital Goods,Recreational Products/Toys
GORO,Gold Resource Corporation Common Stock,$2.60,0.04,1.563%,193541933.00,United States,,624226,Basic Industries,Precious Metals
GPL,Great Panther Mining Limited Ordinary Shares (Canada),$0.615,-0.001,-0.162%,218570864.00,Canada,,873402,Basic Industries,Precious Metals
GRF,Eagle Capital Growth Fund Inc. Common Stock,$9.16,-0.006,-0.065%,37320780.00,United States,,554,Finance,Finance/Investors Services
GROY,Gold Royalty Corp. Common Shares,$5.99,0.00,0.00%,249311869.00,,2021,139630,Basic Industries,Precious Metals
GSAT,Globalstar Inc. Common Stock,$1.70,0.00,0.00%,3046400000.00,United States,2006,8387801,Consumer Services,Telecommunications Equipment
GSS,Golden Star Resources Ltd Common Stock,$2.73,-0.16,-5.536%,313110424.00,United States,,589117,Basic Industries,Precious Metals
GSV,Gold Standard Ventures Corporation Common Stock (Canada),$0.572,0.0118,2.106%,204476389.00,Canada,,345333,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GTE,Gran Tierra Energy Inc. Common Stock,$0.766,-0.0128,-1.644%,281107872.00,Canada,,2771136,Energy,Oil & Gas Production
HLM^,Hillman Group Capital Trust Preferred Stock,$25.87,-0.3994,-1.52%,,United States,,31450,,
HMG,HMG/Courtland Properties Inc. Common Stock,$16.27,-0.0828,-0.506%,16387925.00,United States,,2668,Consumer Services,Real Estate Investment Trusts
HNW,Pioneer Diversified High Income Fund Inc.,$15.16,-0.06,-0.394%,126325096.00,United States,2007,45976,Finance,Finance/Investors Services
HUSA,Houston American Energy Corporation Common Stock,$2.15,-0.09,-4.018%,21335177.00,United States,,3402415,Energy,Oil & Gas Production
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,$76.50,-1.01,-1.303%,,United States,,268,,
IAF,Aberdeen Australia Equity Fund Inc Common Stock,$6.42,-0.03,-0.465%,149612264.00,United States,,39851,Finance,Finance/Investors Services
IBIO,iBio Inc. Common Stock,$1.45,-0.07,-4.605%,315882999.00,United States,,2658223,Health Care,Major Pharmaceuticals
ID,PARTS iD Inc. Class A Common Stock,$6.09,0.06,0.995%,202026347.00,United States,2017,72712,Miscellaneous,Diversified Commercial Services
IGC,India Globalization Capital Inc. Common Stock,$1.58,-0.14,-8.14%,76357091.00,United States,,2673321,Technology,Engineering & Construction
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,$6.02,-0.53,-8.092%,53313445.00,United States,,146026,Consumer Services,Real Estate Investment Trusts
IMH,Impac Mortgage Holdings Inc. Common Stock ,$2.01,-0.07,-3.365%,42878695.00,United States,1997,49201,Finance,Finance: Consumer Services
IMO,Imperial Oil Limited Common Stock,$30.89,-0.41,-1.31%,22675630962.00,Canada,,561639,Energy,Integrated oil Companies
INDO,Indonesia Energy Corporation Limited Ordinary Shares,$5.90,-0.30,-4.839%,43824935.00,,2019,74351,Energy,Oil & Gas Production
INFU,InfuSystems Holdings Inc. Common Stock,$20.16,-1.33,-6.189%,412650948.00,United States,,83629,Health Care,Medical/Dental Instruments
INTT,inTest Corporation Common Stock,$17.01,-0.14,-0.816%,182808698.00,United States,1997,186305,Technology,Semiconductors
INUV,Inuvo Inc.,$0.96,0.0198,2.106%,113775556.00,United States,,4546630,Technology,Advertising
IOR,Income Opportunity Realty Investors Inc. Common Stock,$12.34,-0.03,-0.243%,51438229.00,United States,,1274,Finance,Diversified Financial Services
ISDR,Issuer Direct Corporation Common Stock,$26.25,0.55,2.14%,98856844.00,United States,,29739,Technology,EDP Services
ISR,IsoRay Inc. Common Stock (DE),$0.778,-0.013,-1.643%,110059977.00,United States,,596963,Health Care,Medical/Dental Instruments
ITP,IT Tech Packaging Inc. Common Stock,$0.47,-0.0077,-1.612%,46553453.00,China,,873404,Basic Industries,Paper
ITRG,Integra Resources Corp. Common Shares,$2.90,0.03,1.045%,158957764.00,,,23316,,
JOB,GEE Group Inc. Common Stock,$0.60,0.0309,5.43%,68100273.00,United States,,24565539,Technology,Diversified Commercial Services
KIQ,Kelso Technologies Inc Ordinary Shares,$0.6781,-0.0067,-0.978%,36800545.00,Canada,,236181,,
KLR,Kaleyra Inc. Common Stock,$12.25,0.00,0.00%,383514866.00,United States,2018,189208,Technology,Internet and Information Services
KULR,KULR Technology Group Inc. Common Stock,$2.37,0.00,0.00%,223365864.00,United States,,355727,,
LCTX,Lineage Cell Therapeutics Inc. Common Stock,$2.75,-0.11,-3.846%,412448704.00,United States,,1711290,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEU,Centrus Energy Corp. Class A Common Stock,$25.77,-0.16,-0.617%,356972096.00,United States,2014,43412,,
LGL,LGL Group Inc. (The) Common Stock,$10.30,0.01,0.097%,54303701.00,United States,,37098,Capital Goods,Industrial Machinery/Components
LNG,Cheniere Energy Inc. Common Stock,$87.67,0.66,0.759%,22227617809.00,United States,,809679,Public Utilities,Oil/Gas Transmission
LODE,Comstock Mining Inc. Common Stock,$3.38,-0.10,-2.874%,143499641.00,United States,,767372,Finance,Real Estate
LOV,Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),$5.08,-0.11,-2.119%,132369001.00,United States,2017,81506,Miscellaneous,Other Consumer Services
LSF,Laird Superfood Inc. Common Stock,$29.49,0.11,0.374%,265141759.00,,2020,29135,Consumer Non-Durables,Specialty Foods
LXFR,Luxfer Holdings PLC Ordinary Shares,$21.94,-0.41,-1.834%,628573650.00,United Kingdom,2012,53611,Capital Goods,Metal Fabrications
MAG,MAG Silver Corporation Ordinary Shares,$21.59,0.62,2.957%,2047594391.00,Canada,,508365,Basic Industries,Precious Metals
MCF,Contango Oil & Gas Company Common Stock (TX),$4.33,-0.13,-2.915%,870639192.00,United States,,1333452,Energy,Oil & Gas Production
MHH,Mastech Digital Inc Common Stock,$15.25,-0.10,-0.651%,174323543.00,United States,,21038,Consumer Services,Professional Services
MLSS,Milestone Scientific Inc. Common Stock,$2.34,0.00,0.00%,156207156.00,United States,2015,657375,Health Care,Industrial Specialties
MMX,Maverix Metals Inc. Common Shares,$5.44,0.09,1.682%,768219305.00,,,115605,Basic Industries,Precious Metals
MSN,Emerson Radio Corporation Common Stock,$1.17,-0.02,-1.681%,24619903.00,United States,,91990,Consumer Non-Durables,Consumer Electronics/Appliances
MTA,Metalla Royalty & Streaming Ltd. Common Shares,$9.00,0.25,2.857%,385321680.00,,,159839,Basic Industries,Precious Metals
MTNB,Matinas Biopharma Holdings Inc. Common Stock,$0.7765,-0.0037,-0.474%,158626504.00,United States,2017,849860,Health Care,Major Pharmaceuticals
MXC,Mexco Energy Corporation Common Stock,$9.6453,-0.0847,-0.871%,20030067.00,United States,,18871,Energy,Oil & Gas Production
MYO,Myomo Inc. Common Stock,$9.81,-0.59,-5.673%,54975466.00,United States,2017,47993,Health Care,Industrial Specialties
NAK,Northern Dynasty Minerals Ltd. Common Stock,$0.4986,-0.0036,-0.717%,255732039.00,Canada,,3941626,Basic Industries,Precious Metals
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,$1.82,0.02,1.111%,52826250.00,United States,,52821,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBA,New Beginnings Acquisition Corp. Common Stock,$10.007,0.007,0.07%,149304440.00,,2020,908,,
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,$16.00,-0.20,-1.235%,301089536.00,United States,2002,36750,Finance,Finance/Investors Services
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,$13.52,-0.06,-0.442%,68646678.00,United States,2002,26849,Finance,Finance/Investors Services
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,$14.70,0.17,1.17%,81600347.00,United States,2002,6185,Finance,Finance/Investors Services
NBY,NovaBay Pharmaceuticals Inc. Common Stock,$0.6613,-0.0087,-1.299%,27736631.00,United States,2007,611223,Health Care,Major Pharmaceuticals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,$62.99,-0.21,-0.332%,230083321.00,United States,,779,Consumer Services,Building operators
NES,Nuverra Environmental Solutions Inc. Common Stock,$2.18,0.00,0.00%,34880174.00,United States,2017,13898,Public Utilities,Water Supply
NEWP,New Pacific Metals Corp. Common Shares,$4.96,0.10,2.058%,763028772.00,,2021,105927,Capital Goods,Medical Specialities
